task_id,oracle_combination,oracle_retriever,oracle_strategy,oracle_score,conversation_id,turn_id,domain,query_length_chars,query_length_words,has_question_mark,has_wh_word,num_capitalized_words,num_numbers,answerability,question_type,multi_turn_type,is_first_turn
b4614daadceeecb400f7baf0aa48dcb8<::>5,bm25_lastturn,bm25,lastturn,1.0,98,5,cloud,61,10,False,False,0,0,ANSWERABLE,How-To,Follow-up,False
d7b4f863baa92fd08c1db2b1a95170dd<::>6,elser_lastturn,elser,lastturn,0.6131471928,103,6,govt,17,4,True,True,0,0,ANSWERABLE,Explanation,Follow-up,False
94d04f2cd47fee9a0aaa13fa3ae1de53<::>6,elser_lastturn,elser,lastturn,0.6131471928,25,6,fiqa,22,3,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
dd82f0f978316e73618cf0addd369cd8<::>7,elser_lastturn,elser,lastturn,0.4161811555,32,7,clapnq,90,16,True,True,3,0,ANSWERABLE,Composite,Follow-up,False
61374b240d5742f957706d00f9ed0dd6<::>4,elser_lastturn,elser,lastturn,0.60961995,89,4,fiqa,58,13,False,True,2,0,ANSWERABLE,Opinion,Clarification,False
f3a917e029970190be5ee508ba770d7f<::>5,elser_lastturn,elser,lastturn,0.469278726,50,5,cloud,21,3,True,False,0,0,ANSWERABLE,Explanation,Clarification,False
e0f8a53d3ab93e7900633fc8fa40631e<::>8,bge_lastturn,bge,lastturn,0.296081911,91,8,fiqa,48,10,False,True,0,1,PARTIAL,Factoid,Follow-up,False
0208bf26ec357a803445290fa88a2e9e<::>1,elser_lastturn,elser,lastturn,1.0,59,1,clapnq,39,8,True,True,0,0,PARTIAL,Factoid,N/A,True
1c74814752c3f9d4ed0b99c16e1ed192<::>5,elser_lastturn,elser,lastturn,0.6131471928,51,5,fiqa,16,3,True,True,1,0,ANSWERABLE,Summarization,Follow-up,False
79f0d0539d9ec0acbf90cb3388b30c17<::>3,elser_lastturn,elser,lastturn,0.9197207891,28,3,clapnq,43,4,False,False,0,0,ANSWERABLE,Non-Question,Follow-up,False
4175fcce99c56af0e02be5b8990fc16a<::>8,bm25_rewrite,bm25,rewrite,0.195190025,63,8,cloud,22,4,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
3f5fa378239f7475baac89fa40288aaa<::>3,elser_lastturn,elser,lastturn,1.0,13,3,clapnq,20,5,True,True,0,0,ANSWERABLE,Explanation,Follow-up,False
2b34f5e7861ca9b1b3eab65ad6d6b4b0<::>7,elser_questions,elser,questions,1.0,80,7,fiqa,55,10,True,True,1,0,PARTIAL,Opinion,Follow-up,False
d5f0e7023ab90fe0240b7fc46cf00c26<::>6,bge_lastturn,bge,lastturn,1.0,54,6,clapnq,38,7,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
be461bfeda2d4826cdb663dcaa7d1ced<::>3,elser_rewrite,elser,rewrite,0.4981892575,17,3,cloud,20,3,False,False,0,0,ANSWERABLE,Keyword,Clarification,False
95a0893567c7519c090ecbcdd14daccd<::>4,elser_lastturn,elser,lastturn,0.6992148199,81,4,clapnq,32,7,True,True,3,0,ANSWERABLE,Explanation,Follow-up,False
6af5334fbd010b919d7fa174823abd12<::>6,bm25_lastturn,bm25,lastturn,0.0,53,6,fiqa,5,1,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
4da5a7f42f3b2dc4d875dcfa2fcdefef<::>2,bge_rewrite,bge,rewrite,0.765360637,101,2,fiqa,45,11,True,False,2,0,ANSWERABLE,Factoid,Clarification,False
5e79e465134d923edf68580733a81c68<::>4,bm25_rewrite,bm25,rewrite,0.765360637,85,4,govt,16,3,False,False,0,0,ANSWERABLE,Non-Question,Follow-up,False
a3f07e9ed5f257db6aecd30511f03af1<::>5,elser_lastturn,elser,lastturn,1.0,77,5,clapnq,41,8,True,False,4,0,ANSWERABLE,Factoid,Follow-up,False
6af5334fbd010b919d7fa174823abd12<::>10,bm25_lastturn,bm25,lastturn,0.765360637,53,10,fiqa,24,4,True,False,0,2,ANSWERABLE,Comparative,Follow-up,False
af57ff6995d958858fc451e606fdb54d<::>9,elser_lastturn,elser,lastturn,0.3600546146,73,9,govt,23,4,False,False,1,0,ANSWERABLE,Summarization,Follow-up,False
5503c6e98c54d4901332d0f1c6030bd9<::>3,bm25_rewrite,bm25,rewrite,0.804809975,18,3,govt,13,3,True,False,0,0,ANSWERABLE,Comparative,Follow-up,False
1c74814752c3f9d4ed0b99c16e1ed192<::>9,bm25_lastturn,bm25,lastturn,0.0,51,9,fiqa,16,5,False,False,1,0,ANSWERABLE,Non-Question,Follow-up,False
717ca9138f07b4621887812f47499d74<::>7,elser_lastturn,elser,lastturn,1.0,88,7,clapnq,29,5,True,True,1,0,ANSWERABLE,Explanation,Follow-up,False
61374b240d5742f957706d00f9ed0dd6<::>6,elser_lastturn,elser,lastturn,0.8318724637,89,6,fiqa,49,10,True,True,1,0,ANSWERABLE,Opinion,Clarification,False
e1b602e47ded79a35d8df4eefe194e39<::>3,elser_lastturn,elser,lastturn,0.4306765581,62,3,cloud,29,6,True,True,1,0,ANSWERABLE,Summarization,Follow-up,False
91715ec6ec7e9a11925e58e707b6626e<::>1,elser_lastturn,elser,lastturn,1.0,83,1,govt,79,14,True,True,3,0,ANSWERABLE,How-To,N/A,True
4c86c8740c3d49e06b7aca9d308119fa<::>4,bm25_lastturn,bm25,lastturn,0.0,95,4,cloud,74,12,True,True,4,0,ANSWERABLE,Opinion,Follow-up,False
adf9b1f61c73d715809bc7b37ac02724<::>5,elser_lastturn,elser,lastturn,0.4776237035,104,5,cloud,51,11,False,False,0,0,ANSWERABLE,Composite,Follow-up,False
535ebd306304982e4e49cc989ce5b10b<::>3,elser_questions,elser,questions,0.3391602053,6,3,fiqa,54,10,True,False,0,1,ANSWERABLE,Opinion,Follow-up,False
94d04f2cd47fee9a0aaa13fa3ae1de53<::>3,elser_rewrite,elser,rewrite,1.0,25,3,fiqa,47,8,True,False,0,0,ANSWERABLE,Explanation,Clarification,False
4751cd8210b4adb8bce5cbc3fe913096<::>4,elser_lastturn,elser,lastturn,0.6713860725,66,4,fiqa,23,4,False,False,0,0,ANSWERABLE,How-To,Follow-up,False
dcc0215a118ac833dfe054350df2afaa<::>3,elser_lastturn,elser,lastturn,1.0,10,3,fiqa,26,4,False,False,0,0,ANSWERABLE,Non-Question,Follow-up,False
6528deeee4180c1b2b770a2929482e82<::>5,bge_lastturn,bge,lastturn,1.0,110,5,clapnq,51,9,True,True,0,0,ANSWERABLE,Explanation,Follow-up,False
674aa142d92a6b4262de254df0c3f7b2<::>2,elser_lastturn,elser,lastturn,0.530721274,70,2,cloud,31,5,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
e9dd465e8dd63a80dda8f3ce9cba6848<::>3,elser_lastturn,elser,lastturn,1.0,4,3,fiqa,16,2,False,False,0,0,ANSWERABLE,Non-Question,Follow-up,False
af57ff6995d958858fc451e606fdb54d<::>8,elser_questions,elser,questions,0.7365896932,73,8,govt,41,6,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
d2432696b32af73cf3dabd7090997afb<::>2,elser_questions,elser,questions,0.6992148199,97,2,govt,134,26,True,True,2,0,ANSWERABLE,Composite,Follow-up,False
f5a8ca2f2bc12180940167fb920bb018<::>3,elser_questions,elser,questions,0.234639363,65,3,cloud,18,4,True,True,0,0,ANSWERABLE,How-To,Follow-up,False
cfbcfa3e382f12aed450b10f87a72aeb<::>2,elser_lastturn,elser,lastturn,0.9197207891,35,2,clapnq,91,15,True,True,2,0,ANSWERABLE,Composite,Follow-up,False
fdee20f7fd677e420742b09989623d68<::>7,bm25_lastturn,bm25,lastturn,0.0,12,7,cloud,29,4,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
d5f0e7023ab90fe0240b7fc46cf00c26<::>5,bm25_lastturn,bm25,lastturn,0.469278726,54,5,clapnq,52,10,False,False,2,0,ANSWERABLE,Factoid,Follow-up,False
47b2471404382af6e973013ab1cf96b9<::>5,bge_questions,bge,questions,0.5012658353,74,5,cloud,40,8,True,True,1,0,ANSWERABLE,Explanation,Follow-up,False
251e29286cef45d899d7889e94ae25d5<::>2,bge_lastturn,bge,lastturn,0.765360637,61,2,govt,60,13,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
3a07680acfb0f951fc3210a8c1a282c9<::>5,elser_lastturn,elser,lastturn,0.4776237035,31,5,clapnq,24,6,True,False,1,0,ANSWERABLE,Summarization,Follow-up,False
5815bb4a99e2a0d8a986348da4c49083<::>7,bm25_lastturn,bm25,lastturn,0.0,100,7,cloud,14,2,False,False,1,0,PARTIAL,Explanation,Clarification,False
a3f07e9ed5f257db6aecd30511f03af1<::>1,elser_lastturn,elser,lastturn,0.6131471928,77,1,clapnq,44,9,False,True,0,0,ANSWERABLE,Explanation,N/A,True
5600fe1c05a1fc415416d9dee6347000<::>5,bge_rewrite,bge,rewrite,0.6399453854,52,5,govt,30,7,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
e0f8a53d3ab93e7900633fc8fa40631e<::>7,bm25_lastturn,bm25,lastturn,0.0,91,7,fiqa,38,9,False,False,2,1,ANSWERABLE,Comparative,Follow-up,False
81afaf82a0d9a5fad6eaa196f8d9641c<::>2,bge_lastturn,bge,lastturn,0.6992148199,42,2,cloud,62,11,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
d2432696b32af73cf3dabd7090997afb<::>6,bge_lastturn,bge,lastturn,0.530721274,97,6,govt,149,26,True,False,2,0,ANSWERABLE,Factoid,Follow-up,False
5b9edac124aea30a2256705d27226d7f<::>7,bm25_lastturn,bm25,lastturn,0.5437713092,90,7,clapnq,37,5,True,False,2,0,ANSWERABLE,Factoid,Follow-up,False
35e6be0f2049527ae17cf77169cc4f70<::>2,bm25_rewrite,bm25,rewrite,0.1681275363,36,2,govt,23,6,True,True,1,0,PARTIAL,How-To,Follow-up,False
6a738cc02c5aa0b74319acd0e8a809dd<::>7,elser_lastturn,elser,lastturn,1.0,79,7,clapnq,52,9,True,True,0,0,PARTIAL,Factoid,Follow-up,False
d4d8edb3e0c456d11033b14b28e99470<::>6,bge_rewrite,bge,rewrite,0.6713860725,43,6,fiqa,31,6,False,False,0,0,ANSWERABLE,Factoid,Clarification,False
124e27c3861eff7dadd17993719a0beb<::>8,bm25_lastturn,bm25,lastturn,0.0,93,8,govt,54,10,False,True,2,0,ANSWERABLE,How-To,Follow-up,False
d5f0e7023ab90fe0240b7fc46cf00c26<::>7,elser_rewrite,elser,rewrite,0.296081911,54,7,clapnq,113,20,False,True,6,0,ANSWERABLE,Factoid,Clarification,False
4c86c8740c3d49e06b7aca9d308119fa<::>1,elser_lastturn,elser,lastturn,0.765360637,95,1,cloud,36,7,True,True,1,0,ANSWERABLE,How-To,N/A,True
72ba19c38518da1fc894fc638a2802f7<::>3,elser_questions,elser,questions,0.9674679835,69,3,govt,33,6,False,True,0,0,ANSWERABLE,How-To,Follow-up,False
af57ff6995d958858fc451e606fdb54d<::>1,elser_lastturn,elser,lastturn,0.3868528072,73,1,govt,40,7,True,False,0,0,ANSWERABLE,Summarization,N/A,True
62a5aee8a497bee6fc467df13bf23cfc<::>1,bge_lastturn,bge,lastturn,0.8772153153,3,1,govt,35,5,True,True,0,0,ANSWERABLE,Summarization,N/A,True
33431330abb38298cc79b96b2f4fde2a<::>9,elser_lastturn,elser,lastturn,0.3065735964,46,9,clapnq,24,4,True,False,1,0,ANSWERABLE,Factoid,Follow-up,False
62888f39e748c217054ee3af08fb4bdd<::>3,bm25_lastturn,bm25,lastturn,0.0,30,3,govt,5,1,False,False,0,0,PARTIAL,Keyword,Follow-up,False
8a19ee37ca7d97eaddbe2e19ca600556<::>3,bm25_questions,bm25,questions,0.9197207891,68,3,govt,32,3,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
6528deeee4180c1b2b770a2929482e82<::>8,elser_rewrite,elser,rewrite,0.7227265726,110,8,clapnq,32,6,True,True,0,0,ANSWERABLE,Composite,Follow-up,False
d5f0e7023ab90fe0240b7fc46cf00c26<::>2,elser_questions,elser,questions,1.0,54,2,clapnq,16,3,False,False,1,0,ANSWERABLE,Keyword,Follow-up,False
e52ab8d5f61ccdfc3712a2608d8c2aba<::>8,bm25_lastturn,bm25,lastturn,0.0,109,8,govt,40,5,False,False,0,0,ANSWERABLE,Factoid,Clarification,False
1065ea5ad1ae2b90e6fce67d851a7a66<::>4,bm25_lastturn,bm25,lastturn,0.0,67,4,cloud,47,8,False,False,1,0,ANSWERABLE,How-To,Clarification,False
d4d8edb3e0c456d11033b14b28e99470<::>2,bge_lastturn,bge,lastturn,0.2139862647,43,2,fiqa,36,9,False,True,1,0,ANSWERABLE,How-To,Follow-up,False
41a4006bfa6841516188c1695ebaf16c<::>1,elser_lastturn,elser,lastturn,0.6934264036,96,1,clapnq,37,8,False,True,0,0,ANSWERABLE,Factoid,N/A,True
af5e45e59e1254e0b7869cb477674d02<::>2,elser_lastturn,elser,lastturn,1.0,105,2,fiqa,58,9,True,False,2,0,ANSWERABLE,Explanation,Follow-up,False
be461bfeda2d4826cdb663dcaa7d1ced<::>7,elser_lastturn,elser,lastturn,0.55314647,17,7,cloud,11,2,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
b4614daadceeecb400f7baf0aa48dcb8<::>3,elser_lastturn,elser,lastturn,0.7536976113,98,3,cloud,28,6,True,True,3,0,ANSWERABLE,How-To,Follow-up,False
dcc0215a118ac833dfe054350df2afaa<::>2,elser_lastturn,elser,lastturn,0.7227265726,10,2,fiqa,46,10,True,False,0,0,ANSWERABLE,Opinion,Follow-up,False
a277cf5022616282aa819ee76c9343de<::>7,bm25_questions,bm25,questions,0.2021073465,108,7,clapnq,98,19,False,False,1,2,ANSWERABLE,Non-Question,Follow-up,False
be461bfeda2d4826cdb663dcaa7d1ced<::>5,bm25_lastturn,bm25,lastturn,0.0,17,5,cloud,9,2,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
d5f0e7023ab90fe0240b7fc46cf00c26<::>3,bm25_lastturn,bm25,lastturn,0.0,54,3,clapnq,44,7,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
33431330abb38298cc79b96b2f4fde2a<::>4,bge_rewrite,bge,rewrite,0.469278726,46,4,clapnq,12,3,True,True,0,0,ANSWERABLE,Explanation,Clarification,False
c1e53df98a28f19448f4af244304b89a<::>6,elser_rewrite,elser,rewrite,0.6131471928,47,6,clapnq,86,15,True,True,7,0,ANSWERABLE,Composite,Follow-up,False
2cc753bcef23767c18aedad06c4405c4<::>10,bm25_lastturn,bm25,lastturn,1.0,92,10,govt,107,16,False,False,2,0,ANSWERABLE,Non-Question,Follow-up,False
4a8369b7403e54df94d7fa495a4eff27<::>3,elser_lastturn,elser,lastturn,0.765360637,20,3,fiqa,65,15,True,True,3,0,ANSWERABLE,How-To,Follow-up,False
6a738cc02c5aa0b74319acd0e8a809dd<::>3,bm25_questions,bm25,questions,0.6309297536,79,3,clapnq,20,2,False,False,0,0,PARTIAL,Keyword,Follow-up,False
29e3ec96a6e8916a0326ebcdab78abae<::>6,bm25_rewrite,bm25,rewrite,0.469278726,14,6,clapnq,91,15,True,False,1,0,ANSWERABLE,Summarization,Follow-up,False
4a8369b7403e54df94d7fa495a4eff27<::>2,elser_lastturn,elser,lastturn,0.8318724637,20,2,fiqa,39,7,True,True,0,0,ANSWERABLE,Comparative,Follow-up,False
747a810abfd6da4a9c37cdb74feec95e<::>6,bm25_questions,bm25,questions,0.469278726,71,6,cloud,31,7,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
c5518952b78b171de2d5b9317103ba62<::>4,elser_rewrite,elser,rewrite,0.6366824387,5,4,fiqa,38,9,True,True,0,0,ANSWERABLE,Explanation,Clarification,False
6af5334fbd010b919d7fa174823abd12<::>9,elser_lastturn,elser,lastturn,0.6131471928,53,9,fiqa,64,11,True,True,0,0,ANSWERABLE,Factoid,Follow-up,False
927077bd895f0c292618f4a34789bef3<::>4,bm25_lastturn,bm25,lastturn,0.3835663674,99,4,cloud,122,22,True,False,1,0,ANSWERABLE,Factoid,Clarification,False
e9dd465e8dd63a80dda8f3ce9cba6848<::>1,elser_lastturn,elser,lastturn,1.0,4,1,fiqa,50,8,True,True,3,0,ANSWERABLE,Comparative,N/A,True
4751cd8210b4adb8bce5cbc3fe913096<::>3,elser_rewrite,elser,rewrite,0.4367467095,66,3,fiqa,27,5,True,True,0,0,ANSWERABLE,How-To,Follow-up,False
2f484ad8f3baf91136f040855892c82e<::>7,elser_lastturn,elser,lastturn,1.0,7,7,govt,41,8,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
5815bb4a99e2a0d8a986348da4c49083<::>1,bm25_lastturn,bm25,lastturn,0.8503449055,100,1,cloud,44,7,True,False,2,0,ANSWERABLE,Comparative,N/A,True
e9dd465e8dd63a80dda8f3ce9cba6848<::>4,bm25_rewrite,bm25,rewrite,0.2640681226,4,4,fiqa,21,4,True,True,0,0,ANSWERABLE,How-To,Follow-up,False
f05ba9633e1b377f9c4d64afd3da3c45<::>2,elser_lastturn,elser,lastturn,0.765360637,56,2,fiqa,44,9,True,False,0,0,ANSWERABLE,Explanation,Follow-up,False
af57ff6995d958858fc451e606fdb54d<::>6,bm25_lastturn,bm25,lastturn,0.0,73,6,govt,18,3,True,False,0,0,ANSWERABLE,Summarization,Follow-up,False
c5518952b78b171de2d5b9317103ba62<::>3,bm25_questions,bm25,questions,0.39038005,5,3,fiqa,85,18,True,True,2,0,ANSWERABLE,How-To,Follow-up,False
fc3e765d7ffc28ffc7ee7ea38fd3c73a<::>4,bm25_lastturn,bm25,lastturn,0.3065735964,102,4,govt,37,6,True,False,0,0,ANSWERABLE,Explanation,Follow-up,False
91204c45fc829e328f9a3643d9dd4c2b<::>7,bge_questions,bge,questions,0.5087403079,60,7,clapnq,25,5,False,True,0,0,ANSWERABLE,Factoid,Follow-up,False
258193fc88e0e73322e288aa03719260<::>8,bge_lastturn,bge,lastturn,0.6131471928,19,8,fiqa,31,7,True,False,0,0,ANSWERABLE,Opinion,Follow-up,False
fd99b316e5e64f19ff938598aea9b285<::>6,elser_lastturn,elser,lastturn,1.0,49,6,clapnq,37,6,True,False,1,0,ANSWERABLE,Factoid,Follow-up,False
5f9ccf0a4ff691fc482432af64cc3c9d<::>5,elser_rewrite,elser,rewrite,0.703918089,82,5,govt,50,9,True,True,0,0,ANSWERABLE,Factoid,Follow-up,False
fc3e765d7ffc28ffc7ee7ea38fd3c73a<::>9,bge_rewrite,bge,rewrite,0.3065735964,102,9,govt,33,6,False,False,0,0,ANSWERABLE,Opinion,Clarification,False
747a810abfd6da4a9c37cdb74feec95e<::>4,elser_rewrite,elser,rewrite,1.0,71,4,cloud,24,5,False,True,0,0,ANSWERABLE,How-To,Follow-up,False
535ebd306304982e4e49cc989ce5b10b<::>7,bge_rewrite,bge,rewrite,0.397322007,6,7,fiqa,84,16,True,True,1,0,ANSWERABLE,Opinion,Clarification,False
6af5334fbd010b919d7fa174823abd12<::>2,bm25_questions,bm25,questions,0.469278726,53,2,fiqa,46,8,True,False,0,0,ANSWERABLE,Comparative,Follow-up,False
5503c6e98c54d4901332d0f1c6030bd9<::>4,bm25_lastturn,bm25,lastturn,1.0,18,4,govt,95,15,True,False,2,0,ANSWERABLE,Factoid,Follow-up,False
47b2471404382af6e973013ab1cf96b9<::>1,bge_lastturn,bge,lastturn,0.9197207891,74,1,cloud,72,13,False,False,3,0,ANSWERABLE,Explanation,N/A,True
5503c6e98c54d4901332d0f1c6030bd9<::>2,bm25_rewrite,bm25,rewrite,0.6713860725,18,2,govt,40,10,True,False,3,0,PARTIAL,Factoid,Follow-up,False
6528deeee4180c1b2b770a2929482e82<::>7,bm25_questions,bm25,questions,0.3600546146,110,7,clapnq,23,3,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
6af5334fbd010b919d7fa174823abd12<::>5,elser_rewrite,elser,rewrite,0.5585075863,53,5,fiqa,43,7,False,True,0,0,ANSWERABLE,Comparative,Follow-up,False
aea2634b0e5f1c2444550d31c41adc94<::>4,elser_lastturn,elser,lastturn,1.0,84,4,clapnq,66,13,True,True,1,0,ANSWERABLE,Explanation,Clarification,False
dcc0215a118ac833dfe054350df2afaa<::>5,elser_lastturn,elser,lastturn,0.9674679835,10,5,fiqa,19,3,False,False,0,0,ANSWERABLE,Comparative,Follow-up,False
f0d30863222ebd30fc68c43ac3ae94bb<::>4,elser_lastturn,elser,lastturn,0.469278726,15,4,fiqa,60,13,True,True,0,0,ANSWERABLE,Factoid,Follow-up,False
1be66272113492407e814eaf21a761d4<::>1,elser_lastturn,elser,lastturn,0.4776237035,58,1,cloud,52,9,True,True,1,0,ANSWERABLE,How-To,N/A,True
f5a8ca2f2bc12180940167fb920bb018<::>9,bge_lastturn,bge,lastturn,0.383649139,65,9,cloud,12,2,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
cfbcfa3e382f12aed450b10f87a72aeb<::>6,elser_lastturn,elser,lastturn,0.703918089,35,6,clapnq,45,11,True,False,1,0,ANSWERABLE,Opinion,Follow-up,False
674aa142d92a6b4262de254df0c3f7b2<::>4,bm25_lastturn,bm25,lastturn,0.765360637,70,4,cloud,39,7,True,False,0,0,PARTIAL,Factoid,Follow-up,False
2f484ad8f3baf91136f040855892c82e<::>8,bm25_lastturn,bm25,lastturn,0.0,7,8,govt,27,5,True,False,2,0,ANSWERABLE,Factoid,Follow-up,False
e1b602e47ded79a35d8df4eefe194e39<::>5,bm25_questions,bm25,questions,0.703918089,62,5,cloud,40,8,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
af57ff6995d958858fc451e606fdb54d<::>5,elser_questions,elser,questions,0.4306765581,73,5,govt,40,7,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
34ac6bedd4b35167cc59e289893e206a<::>6,bge_rewrite,bge,rewrite,0.703918089,44,6,cloud,24,4,True,True,1,0,ANSWERABLE,How-To,Follow-up,False
f5a8ca2f2bc12180940167fb920bb018<::>8,elser_lastturn,elser,lastturn,0.3868528072,65,8,cloud,59,11,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
1c74814752c3f9d4ed0b99c16e1ed192<::>6,elser_lastturn,elser,lastturn,0.6131471928,51,6,fiqa,49,9,True,False,0,0,ANSWERABLE,Comparative,Clarification,False
5f9ccf0a4ff691fc482432af64cc3c9d<::>6,bm25_rewrite,bm25,rewrite,0.6508205186,82,6,govt,136,27,False,False,2,0,ANSWERABLE,Non-Question,Follow-up,False
5c13daa9432149f6243aa1115629cd1a<::>3,bge_lastturn,bge,lastturn,1.0,29,3,clapnq,27,5,True,True,1,0,ANSWERABLE,How-To,Follow-up,False
5815bb4a99e2a0d8a986348da4c49083<::>8,elser_lastturn,elser,lastturn,0.765360637,100,8,cloud,22,3,True,False,0,0,ANSWERABLE,Explanation,Follow-up,False
7cb06b3f8068674fce61a11e9777f708<::>7,elser_lastturn,elser,lastturn,0.6992148199,37,7,fiqa,75,16,False,True,0,0,ANSWERABLE,Explanation,Follow-up,False
1c041ce47a81941c26899fdf08bde961<::>3,elser_lastturn,elser,lastturn,0.55314647,26,3,cloud,23,5,False,True,1,0,ANSWERABLE,How-To,Follow-up,False
dc1aaac0b33553d8c897d4150955d803<::>6,bge_lastturn,bge,lastturn,0.39038005,21,6,fiqa,75,15,True,False,1,1,ANSWERABLE,Factoid,Follow-up,False
adf9b1f61c73d715809bc7b37ac02724<::>7,bge_lastturn,bge,lastturn,0.469278726,104,7,cloud,44,8,True,True,0,0,ANSWERABLE,How-To,Follow-up,False
ccdfb6b6f98c55047ae81b705104dbd6<::>1,bm25_lastturn,bm25,lastturn,0.6309297536,64,1,govt,74,11,True,True,5,0,ANSWERABLE,Factoid,N/A,True
72ba19c38518da1fc894fc638a2802f7<::>8,bge_rewrite,bge,rewrite,0.2139862647,69,8,govt,66,13,False,False,1,0,ANSWERABLE,Summarization,Clarification,False
af5e45e59e1254e0b7869cb477674d02<::>9,elser_lastturn,elser,lastturn,0.6309297536,105,9,fiqa,22,3,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
4175fcce99c56af0e02be5b8990fc16a<::>3,elser_lastturn,elser,lastturn,0.469278726,63,3,cloud,59,11,True,False,0,0,ANSWERABLE,Comparative,Clarification,False
95a0893567c7519c090ecbcdd14daccd<::>3,bge_questions,bge,questions,0.4852285551,81,3,clapnq,18,4,True,True,0,0,ANSWERABLE,Explanation,Follow-up,False
41a4006bfa6841516188c1695ebaf16c<::>5,bge_rewrite,bge,rewrite,0.765360637,96,5,clapnq,42,7,False,False,1,0,ANSWERABLE,Explanation,Follow-up,False
ccdfb6b6f98c55047ae81b705104dbd6<::>2,bm25_lastturn,bm25,lastturn,1.0,64,2,govt,43,8,True,True,2,0,ANSWERABLE,Summarization,Follow-up,False
f3a917e029970190be5ee508ba770d7f<::>1,elser_lastturn,elser,lastturn,0.9197207891,50,1,cloud,55,10,True,True,1,0,ANSWERABLE,Summarization,N/A,True
1be66272113492407e814eaf21a761d4<::>4,elser_rewrite,elser,rewrite,1.0,58,4,cloud,34,4,True,False,0,0,PARTIAL,Factoid,Follow-up,False
d5b1e735a040853ed361a3dfde1b8ef0<::>1,bm25_lastturn,bm25,lastturn,0.3868528072,8,1,cloud,34,5,True,False,1,0,ANSWERABLE,Factoid,N/A,True
79f0d0539d9ec0acbf90cb3388b30c17<::>5,elser_rewrite,elser,rewrite,0.592512032,28,5,clapnq,67,12,True,True,1,0,ANSWERABLE,Summarization,Follow-up,False
a3f07e9ed5f257db6aecd30511f03af1<::>4,bge_lastturn,bge,lastturn,0.296081911,77,4,clapnq,39,8,True,False,3,0,ANSWERABLE,Factoid,Follow-up,False
6528deeee4180c1b2b770a2929482e82<::>1,elser_lastturn,elser,lastturn,0.3868528072,110,1,clapnq,55,8,False,True,0,0,ANSWERABLE,Factoid,N/A,True
6495c82abb6bef2d8efd06020cde3adf<::>3,elser_rewrite,elser,rewrite,0.6843515475,107,3,govt,35,8,False,False,0,0,ANSWERABLE,Explanation,Follow-up,False
aea2634b0e5f1c2444550d31c41adc94<::>3,elser_lastturn,elser,lastturn,0.8772153153,84,3,clapnq,28,4,True,True,0,0,ANSWERABLE,Summarization,Clarification,False
1c041ce47a81941c26899fdf08bde961<::>1,elser_lastturn,elser,lastturn,1.0,26,1,cloud,60,12,True,True,1,0,ANSWERABLE,Troubleshooting,N/A,True
62888f39e748c217054ee3af08fb4bdd<::>4,elser_rewrite,elser,rewrite,0.618288502,30,4,govt,12,3,True,True,1,0,ANSWERABLE,Explanation,Follow-up,False
34ac6bedd4b35167cc59e289893e206a<::>9,elser_questions,elser,questions,0.1815417925,44,9,cloud,8,1,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
5b2404d71f9ff7edabddb3b1a8b329e7<::>5,bge_lastturn,bge,lastturn,0.6366824387,2,5,govt,22,3,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
b2805ee4c478194c234e2384ffb0a6bf<::>2,bm25_rewrite,bm25,rewrite,0.765360637,16,2,clapnq,41,7,True,False,0,0,ANSWERABLE,Summarization,Follow-up,False
91715ec6ec7e9a11925e58e707b6626e<::>4,bm25_questions,bm25,questions,1.0,83,4,govt,51,10,True,False,2,0,ANSWERABLE,Factoid,Follow-up,False
251e29286cef45d899d7889e94ae25d5<::>8,elser_lastturn,elser,lastturn,1.0,61,8,govt,28,5,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
8a19ee37ca7d97eaddbe2e19ca600556<::>5,bm25_lastturn,bm25,lastturn,1.0,68,5,govt,68,10,True,True,0,0,ANSWERABLE,Comparative,Follow-up,False
